p,r,mipo
309367,1,0:3 23:34 24:1 
309371,1,0:2 23:42 24:1 
309391,1,0:11 23:36 24:1 
309403,1,0:2 23:79 24:1 
309433,1,0:5 23:25 24:1 
309437,1,0:2 23:28 24:1 
309457,1,0:5 23:88 24:1 
309461,1,0:2 23:20 24:1 
309469,1,0:10 23:15 24:1 
309479,1,0:7 23:220 24:1 
309481,1,0:22 23:12 24:1 
309493,1,0:2 23:81 24:1 
309503,1,0:5 23:15 24:1 
309521,1,0:6 23:3 24:1 
309523,1,0:3 23:70 24:1 
309539,1,0:2 23:55 24:1 
309541,1,0:18 23:52 24:1 
309559,1,0:3 23:5 24:1 
309571,1,0:10 23:63 24:1 
309577,1,0:5 23:24 24:1 
309583,1,0:3 23:25 24:1 
309599,1,0:11 23:122 24:1 
309623,1,0:5 23:164 24:1 
309629,1,0:2 23:47 24:1 
309637,1,0:2 23:25 24:1 
309667,1,0:2 23:24 24:1 
309671,1,0:13 23:37 24:1 
309677,1,0:2 23:150 24:1 
309707,1,0:2 23:44 24:1 
309713,1,0:3 23:28 24:1 
309731,1,0:2 23:2 24:1 
309737,1,0:3 23:9 24:1 
309769,1,0:13 23:19 24:1 
309779,1,0:2 23:7 24:1 
309781,1,0:2 23:9 24:1 
309797,1,0:2 23:15 24:1 
309811,1,0:3 23:13 24:1 
309823,1,0:5 23:10 24:1 
309851,1,0:2 23:128 24:1 
309853,1,0:2 23:27 24:1 
309857,1,0:3 23:63 24:1 
309877,1,0:2 23:8 24:1 
309899,1,0:2 23:19 24:1 
309929,1,0:3 23:38 24:1 
309931,1,0:10 23:50 24:1 
309937,1,0:5 23:25 24:1 
309977,1,0:3 23:164 24:1 
309989,1,0:2 23:95 24:1 
310019,1,0:2 23:31 24:1 
310021,1,0:7 23:83 24:1 
310027,1,0:2 23:47 24:1 
310043,1,0:5 23:12 24:1 
310049,1,0:3 23:33 24:1 
310081,1,0:11 23:8 24:1 
310087,1,0:7 23:18 24:1 
310091,1,0:2 23:79 24:1 
310111,1,0:6 23:19 24:1 
310117,1,0:2 23:12 24:1 
310127,1,0:5 23:28 24:1 
310129,1,0:11 23:1 24:1 
310169,1,0:3 23:27 24:1 
310181,1,0:2 23:7 24:1 
310187,1,0:2 23:60 24:1 
310223,1,0:7 23:61 24:1 
310229,1,0:2 23:8 24:1 
310231,1,0:3 23:27 24:1 
310237,1,0:2 23:24 24:1 
310243,1,0:2 23:20 24:1 
310273,1,0:5 23:13 24:1 
310283,1,0:6 23:14 24:1 
310291,1,0:2 23:23 24:1 
310313,1,0:3 23:33 24:1 
310333,1,0:5 23:62 24:1 
310357,1,0:5 23:1 24:1 
310361,1,0:3 23:25 24:1 
310363,1,0:3 23:7 24:1 
310379,1,0:2 23:2 24:1 
310397,1,0:2 23:33 24:1 
310423,1,0:5 23:1 24:1 
310433,1,0:3 23:48 24:1 
310439,1,0:19 23:4 24:1 
310447,1,0:5 23:4 24:1 
310459,1,0:3 23:152 24:1 
310463,1,0:5 23:58 24:1 
310481,1,0:3 23:84 24:1 
310489,1,0:19 23:29 24:1 
310501,1,0:2 23:58 24:1 
310507,1,0:5 23:35 24:1 
310511,1,0:11 23:1 24:1 
310547,1,0:2 23:350 24:1 
310553,1,0:3 23:52 24:1 
310559,1,0:7 23:198 24:1 
310567,1,0:3 23:18 24:1 
310571,1,0:2 23:78 24:1 
310577,1,0:3 23:121 24:1 
310591,1,0:3 23:52 24:1 
310627,1,0:3 23:11 24:1 
310643,1,0:2 23:51 24:1 
310663,1,0:5 23:7 24:1 
310693,1,0:2 23:40 24:1 
310697,1,0:3 23:69 24:1 
310711,1,0:7 23:12 24:1 
310721,1,0:6 23:150 24:1 
310727,1,0:7 23:11 24:1 
310729,1,0:14 23:37 24:1 
310733,1,0:2 23:43 24:1 
310741,1,0:10 23:33 24:1 
310747,1,0:2 23:65 24:1 
310771,1,0:10 23:17 24:1 
310781,1,0:2 23:75 24:1 
310789,1,0:6 23:17 24:1 
310801,1,0:19 23:85 24:1 
310819,1,0:2 23:23 24:1 
310823,1,0:5 23:230 24:1 
310829,1,0:2 23:85 24:1 
310831,1,0:3 23:48 24:1 
310861,1,0:6 23:18 24:1 
310867,1,0:2 23:54 24:1 
310883,1,0:2 23:132 24:1 
310889,1,0:3 23:46 24:1 
310901,1,0:2 23:66 24:1 
310927,1,0:5 23:11 24:1 
310931,1,0:6 23:70 24:1 
310949,1,0:2 23:138 24:1 
310969,1,0:22 23:10 24:1 
310987,1,0:2 23:2 24:1 
310997,1,0:3 23:49 24:1 
311009,1,0:3 23:41 24:1 
311021,1,0:2 23:34 24:1 
311027,1,0:2 23:8 24:1 
311033,1,0:3 23:95 24:1 
311041,1,0:7 23:1 24:1 
311099,1,0:2 23:73 24:1 
311111,1,0:11 23:13 24:1 
311123,1,0:2 23:30 24:1 
311137,1,0:10 23:2 24:1 
311153,1,0:3 23:9 24:1 
311173,1,0:2 23:1 24:1 
311177,1,0:3 23:69 24:1 
311183,1,0:5 23:38 24:1 
311189,1,0:2 23:68 24:1 
311197,1,0:2 23:70 24:1 
311203,1,0:5 23:3 24:1 
311237,1,0:2 23:7 24:1 
311279,1,0:11 23:134 24:1 
311291,1,0:2 23:72 24:1 
311293,1,0:5 23:11 24:1 
311299,1,0:7 23:63 24:1 
311303,1,0:5 23:15 24:1 
311323,1,0:5 23:70 24:1 
311329,1,0:19 23:282 24:1 
311341,1,0:10 23:70 24:1 
311347,1,0:3 23:78 24:1 
311359,1,0:3 23:35 24:1 
311371,1,0:2 23:12 24:1 
311393,1,0:3 23:31 24:1 
311407,1,0:3 23:31 24:1 
311419,1,0:2 23:62 24:1 
311447,1,0:5 23:32 24:1 
311453,1,0:2 23:187 24:1 
311473,1,0:5 23:2 24:1 
311533,1,0:23 23:64 24:1 
311537,1,0:3 23:59 24:1 
311539,1,0:3 23:74 24:1 
311551,1,0:3 23:55 24:1 
311557,1,0:2 23:44 24:1 
311561,1,0:3 23:26 24:1 
311567,1,0:5 23:8 24:1 
311569,1,0:7 23:25 24:1 
311603,1,0:2 23:48 24:1 
311609,1,0:3 23:90 24:1 
311653,1,0:5 23:76 24:1 
311659,1,0:2 23:34 24:1 
311677,1,0:2 23:33 24:1 
311681,1,0:3 23:14 24:1 
311683,1,0:2 23:48 24:1 
311687,1,0:5 23:74 24:1 
311711,1,0:7 23:162 24:1 
311713,1,0:7 23:7 24:1 
311737,1,0:5 23:13 24:1 
311743,1,0:3 23:48 24:1 
311747,1,0:2 23:119 24:1 
311749,1,0:6 23:6 24:1 
311791,1,0:6 23:10 24:1 
311803,1,0:2 23:55 24:1 
311807,1,0:5 23:25 24:1 
311821,1,0:6 23:39 24:1 
311827,1,0:3 23:27 24:1 
311867,1,0:5 23:38 24:1 
311869,1,0:6 23:40 24:1 
311881,1,0:13 23:31 24:1 
311897,1,0:3 23:68 24:1 
311951,1,0:19 23:60 24:1 
311957,1,0:2 23:99 24:1 
311963,1,0:2 23:25 24:1 
311981,1,0:2 23:167 24:1 
312007,1,0:3 23:34 24:1 
312023,1,0:5 23:127 24:1 
312029,1,0:2 23:168 24:1 
312031,1,0:3 23:104 24:1 
312043,1,0:3 23:38 24:1 
312047,1,0:5 23:17 24:1 
312071,1,0:7 23:167 24:1 
312073,1,0:7 23:112 24:1 
312083,1,0:2 23:19 24:1 
312089,1,0:3 23:61 24:1 
312101,1,0:2 23:9 24:1 
312107,1,0:2 23:45 24:1 
312121,1,0:7 23:73 24:1 
312161,1,0:3 23:8 24:1 
312197,1,0:2 23:261 24:1 
312199,1,0:3 23:71 24:1 
312203,1,0:2 23:267 24:1 
312209,1,0:3 23:36 24:1 
312211,1,0:10 23:9 24:1 
312217,1,0:5 23:12 24:1 
312229,1,0:2 23:7 24:1 
312233,1,0:3 23:41 24:1 
312241,1,0:7 23:64 24:1 
312251,1,0:6 23:38 24:1 
312253,1,0:2 23:85 24:1 
312269,1,0:7 23:25 24:1 
312281,1,0:3 23:28 24:1 
312283,1,0:2 23:114 24:1 
312289,1,0:14 23:30 24:1 
312311,1,0:29 23:8 24:1 
312313,1,0:5 23:7 24:1 
312331,1,0:10 23:35 24:1 
312343,1,0:5 23:4 24:1 
312349,1,0:10 23:12 24:1 
312353,1,0:3 23:7 24:1 
312371,1,0:2 23:14 24:1 
312383,1,0:5 23:8 24:1 
312397,1,0:6 23:11 24:1 
312401,1,0:3 23:7 24:1 
312407,1,0:5 23:2 24:1 
312413,1,0:2 23:51 24:1 
312427,1,0:5 23:36 24:1 
312451,1,0:2 23:84 24:1 
312469,1,0:2 23:26 24:1 
312509,1,0:2 23:20 24:1 
312517,1,0:5 23:9 24:1 
312527,1,0:5 23:5 24:1 
312551,1,0:17 23:127 24:1 
312553,1,0:7 23:45 24:1 
312563,1,0:2 23:30 24:1 
312581,1,0:3 23:3 24:1 
312583,1,0:6 23:81 24:1 
312589,1,0:6 23:13 24:1 
312601,1,0:19 23:132 24:1 
312617,1,0:3 23:36 24:1 
312619,1,0:2 23:19 24:1 
312623,1,0:5 23:1 24:1 
312643,1,0:2 23:109 24:1 
312673,1,0:10 23:26 24:1 
312677,1,0:2 23:37 24:1 
312679,1,0:6 23:30 24:1 
312701,1,0:2 23:1 24:1 
312703,1,0:6 23:18 24:1 
312709,1,0:7 23:12 24:1 
312727,1,0:3 23:11 24:1 
312737,1,0:3 23:13 24:1 
312743,1,0:5 23:35 24:1 
312757,1,0:2 23:28 24:1 
312773,1,0:2 23:85 24:1 
312779,1,0:2 23:75 24:1 
312799,1,0:3 23:73 24:1 
312839,1,0:7 23:24 24:1 
312841,1,0:29 23:14 24:1 
312857,1,0:3 23:107 24:1 
312863,1,0:5 23:55 24:1 
312887,1,0:5 23:86 24:1 
312899,1,0:2 23:41 24:1 
312929,1,0:3 23:13 24:1 
312931,1,0:3 23:6 24:1 
312937,1,0:5 23:14 24:1 
312941,1,0:2 23:78 24:1 
312943,1,0:3 23:67 24:1 
312967,1,0:3 23:49 24:1 
312971,1,0:2 23:16 24:1 
312979,1,0:2 23:50 24:1 
312989,1,0:2 23:46 24:1 
313003,1,0:2 23:4 24:1 
313009,1,0:17 23:12 24:1 
313031,1,0:11 23:98 24:1 
313037,1,0:2 23:7 24:1 
313081,1,0:11 23:62 24:1 
313087,1,0:5 23:25 24:1 
313109,1,0:2 23:2 24:1 
313127,1,0:5 23:40 24:1 
313129,1,0:7 23:20 24:1 
313133,1,0:2 23:99 24:1 
313147,1,0:2 23:35 24:1 
313151,1,0:13 23:7 24:1 
313153,1,0:10 23:16 24:1 
313163,1,0:2 23:193 24:1 
313207,1,0:3 23:32 24:1 
313211,1,0:2 23:6 24:1 
313219,1,0:3 23:6 24:1 
313241,1,0:3 23:13 24:1 
313249,1,0:7 23:16 24:1 
313267,1,0:2 23:2 24:1 
313273,1,0:5 23:90 24:1 
313289,1,0:3 23:16 24:1 
313297,1,0:5 23:178 24:1 
313301,1,0:2 23:22 24:1 
313307,1,0:5 23:41 24:1 
313321,1,0:13 23:40 24:1 
313331,1,0:2 23:8 24:1 
313333,1,0:2 23:12 24:1 
313343,1,0:5 23:41 24:1 
313351,1,0:12 23:5 24:1 
313373,1,0:2 23:13 24:1 
313381,1,0:2 23:6 24:1 
313387,1,0:2 23:62 24:1 
313399,1,0:3 23:98 24:1 
313409,1,0:3 23:9 24:1 
313471,1,0:3 23:26 24:1 
313477,1,0:2 23:53 24:1 
313507,1,0:2 23:6 24:1 
313517,1,0:3 23:22 24:1 
313543,1,0:3 23:1 24:1 
313549,1,0:2 23:15 24:1 
313553,1,0:3 23:19 24:1 
313561,1,0:11 23:61 24:1 
313567,1,0:5 23:31 24:1 
313571,1,0:2 23:6 24:1 
313583,1,0:5 23:23 24:1 
313589,1,0:2 23:87 24:1 
313597,1,0:5 23:65 24:1 
313603,1,0:2 23:22 24:1 
313613,1,0:2 23:19 24:1 
313619,1,0:2 23:5 24:1 
313637,1,0:2 23:45 24:1 
313639,1,0:3 23:18 24:1 
313661,1,0:2 23:4 24:1 
313669,1,0:7 23:10 24:1 
313679,1,0:7 23:20 24:1 
313699,1,0:3 23:13 24:1 
313711,1,0:21 23:6 24:1 
313717,1,0:2 23:40 24:1 
313721,1,0:3 23:5 24:1 
313727,1,0:7 23:57 24:1 
313739,1,0:2 23:290 24:1 
313741,1,0:2 23:15 24:1 
313763,1,0:2 23:54 24:1 
313777,1,0:5 23:13 24:1 
313783,1,0:10 23:85 24:1 
313829,1,0:2 23:5 24:1 
313849,1,0:23 23:116 24:1 
313853,1,0:2 23:23 24:1 
313879,1,0:3 23:18 24:1 
313883,1,0:2 23:56 24:1 
313889,1,0:3 23:14 24:1 
313897,1,0:10 23:52 24:1 
313909,1,0:2 23:21 24:1 
313921,1,0:7 23:24 24:1 
313931,1,0:6 23:11 24:1 
313933,1,0:2 23:88 24:1 
313949,1,0:2 23:46 24:1 
313961,1,0:3 23:64 24:1 
313969,1,0:7 23:20 24:1 
313979,1,0:2 23:19 24:1 
313981,1,0:6 23:25 24:1 
313987,1,0:3 23:32 24:1 
313991,1,0:13 23:150 24:1 
313993,1,0:5 23:1 24:1 
313997,1,0:3 23:155 24:1 
314003,1,0:2 23:10 24:1 
314021,1,0:3 23:5 24:1 
314059,1,0:11 23:45 24:1 
314063,1,0:5 23:184 24:1 
314077,1,0:2 23:8 24:1 
314107,1,0:2 23:2 24:1 
314113,1,0:5 23:104 24:1 
314117,1,0:2 23:104 24:1 
314129,1,0:3 23:7 24:1 
314137,1,0:5 23:106 24:1 
314159,1,0:23 23:91 24:1 
314161,1,0:37 23:15 24:1 
314173,1,0:2 23:121 24:1 
314189,1,0:2 23:12 24:1 
314213,1,0:2 23:132 24:1 
314219,1,0:2 23:76 24:1 
314227,1,0:2 23:8 24:1 
314233,1,0:5 23:16 24:1 
314239,1,0:3 23:58 24:1 
314243,1,0:2 23:22 24:1 
314257,1,0:5 23:58 24:1 
314261,1,0:2 23:4 24:1 
314263,1,0:5 23:20 24:1 
314267,1,0:2 23:2 24:1 
314299,1,0:10 23:13 24:1 
314329,1,0:13 23:10 24:1 
314339,1,0:2 23:369 24:1 
314351,1,0:7 23:48 24:1 
314357,1,0:2 23:285 24:1 
314359,1,0:3 23:23 24:1 
314399,1,0:13 23:110 24:1 
314401,1,0:7 23:59 24:1 
314407,1,0:13 23:53 24:1 
314423,1,0:5 23:19 24:1 
314441,1,0:6 23:179 24:1 
314453,1,0:2 23:18 24:1 
314467,1,0:2 23:16 24:1 
314491,1,0:3 23:6 24:1 
314497,1,0:15 23:93 24:1 
314513,1,0:3 23:3 24:1 
314527,1,0:5 23:3 24:1 
314543,1,0:5 23:22 24:1 
314549,1,0:2 23:58 24:1 
314569,1,0:7 23:61 24:1 
314581,1,0:6 23:27 24:1 
314591,1,0:7 23:134 24:1 
314597,1,0:2 23:9 24:1 
314599,1,0:3 23:42 24:1 
314603,1,0:2 23:62 24:1 
314623,1,0:5 23:1 24:1 
314627,1,0:2 23:11 24:1 
314641,1,0:11 23:39 24:1 
314651,1,0:7 23:6 24:1 
314693,1,0:2 23:55 24:1 
314707,1,0:2 23:35 24:1 
314711,1,0:11 23:1 24:1 
314719,1,0:3 23:11 24:1 
314723,1,0:2 23:21 24:1 
314747,1,0:2 23:198 24:1 
314761,1,0:7 23:73 24:1 
314771,1,0:2 23:83 24:1 
314777,1,0:3 23:8 24:1 
314779,1,0:3 23:85 24:1 
314807,1,0:5 23:184 24:1 
314813,1,0:2 23:109 24:1 
314827,1,0:3 23:9 24:1 
314851,1,0:2 23:2 24:1 
314879,1,0:11 23:34 24:1 
314903,1,0:5 23:41 24:1 
314917,1,0:5 23:44 24:1 
314927,1,0:5 23:188 24:1 
314933,1,0:2 23:42 24:1 
314953,1,0:13 23:76 24:1 
314957,1,0:2 23:134 24:1 
314983,1,0:5 23:15 24:1 
314989,1,0:2 23:37 24:1 
315011,1,0:6 23:16 24:1 
315013,1,0:2 23:21 24:1 
315037,1,0:2 23:36 24:1 
315047,1,0:5 23:36 24:1 
315059,1,0:2 23:234 24:1 
315067,1,0:2 23:7 24:1 
315083,1,0:2 23:43 24:1 
315097,1,0:5 23:56 24:1 
315103,1,0:5 23:181 24:1 
315109,1,0:2 23:9 24:1 
315127,1,0:5 23:7 24:1 
315179,1,0:2 23:1 24:1 
315181,1,0:6 23:16 24:1 
315193,1,0:5 23:37 24:1 
315199,1,0:6 23:4 24:1 
315223,1,0:5 23:25 24:1 
315247,1,0:5 23:15 24:1 
315251,1,0:2 23:25 24:1 
315257,1,0:3 23:10 24:1 
315269,1,0:2 23:99 24:1 
315281,1,0:3 23:170 24:1 
315313,1,0:5 23:4 24:1 
315349,1,0:6 23:133 24:1 
315361,1,0:11 23:7 24:1 
315373,1,0:2 23:66 24:1 
315377,1,0:3 23:5 24:1 
315389,1,0:2 23:31 24:1 
315407,1,0:5 23:78 24:1 
315409,1,0:11 23:11 24:1 
315421,1,0:17 23:50 24:1 
315437,1,0:2 23:51 24:1 
315449,1,0:3 23:18 24:1 
315451,1,0:3 23:25 24:1 
315461,1,0:2 23:6 24:1 
315467,1,0:2 23:28 24:1 
315481,1,0:7 23:122 24:1 
315493,1,0:2 23:98 24:1 
315517,1,0:2 23:9 24:1 
315521,1,0:3 23:12 24:1 
315527,1,0:5 23:139 24:1 
315529,1,0:13 23:9 24:1 
315547,1,0:3 23:17 24:1 
315551,1,0:11 23:1 24:1 
315559,1,0:3 23:70 24:1 
315569,1,0:3 23:33 24:1 
315589,1,0:10 23:17 24:1 
315593,1,0:3 23:88 24:1 
315599,1,0:7 23:52 24:1 
315613,1,0:2 23:17 24:1 
315617,1,0:3 23:207 24:1 
315631,1,0:23 23:14 24:1 
315643,1,0:5 23:19 24:1 
315671,1,0:11 23:5 24:1 
315677,1,0:2 23:44 24:1 
315691,1,0:2 23:14 24:1 
315697,1,0:10 23:32 24:1 
315701,1,0:2 23:79 24:1 
315703,1,0:5 23:151 24:1 
315739,1,0:2 23:157 24:1 
315743,1,0:5 23:55 24:1 
315751,1,0:7 23:12 24:1 
315779,1,0:2 23:27 24:1 
315803,1,0:2 23:8 24:1 
315811,1,0:2 23:50 24:1 
315829,1,0:2 23:7 24:1 
315851,1,0:2 23:102 24:1 
315857,1,0:3 23:41 24:1 
315881,1,0:3 23:17 24:1 
315883,1,0:3 23:21 24:1 
315893,1,0:2 23:220 24:1 
315899,1,0:2 23:249 24:1 
315907,1,0:2 23:41 24:1 
315937,1,0:10 23:27 24:1 
315949,1,0:2 23:50 24:1 
315961,1,0:11 23:1 24:1 
315967,1,0:5 23:28 24:1 
315977,1,0:3 23:59 24:1 
316003,1,0:3 23:9 24:1 
316031,1,0:14 23:43 24:1 
316033,1,0:5 23:150 24:1 
316037,1,0:5 23:51 24:1 
316051,1,0:3 23:24 24:1 
316067,1,0:2 23:4 24:1 
316073,1,0:3 23:147 24:1 
316087,1,0:5 23:38 24:1 
316097,1,0:3 23:88 24:1 
316109,1,0:2 23:65 24:1 
316133,1,0:2 23:29 24:1 
316139,1,0:2 23:298 24:1 
316153,1,0:11 23:8 24:1 
316177,1,0:5 23:1 24:1 
316189,1,0:2 23:15 24:1 
316193,1,0:3 23:30 24:1 
316201,1,0:11 23:44 24:1 
316213,1,0:5 23:37 24:1 
316219,1,0:2 23:100 24:1 
316223,1,0:5 23:82 24:1 
316241,1,0:3 23:15 24:1 
316243,1,0:5 23:8 24:1 
316259,1,0:2 23:13 24:1 
316271,1,0:7 23:12 24:1 
316291,1,0:2 23:2 24:1 
316297,1,0:5 23:24 24:1 
316301,1,0:2 23:83 24:1 
316321,1,0:13 23:6 24:1 
316339,1,0:2 23:217 24:1 
316343,1,0:5 23:11 24:1 
316363,1,0:2 23:27 24:1 
316373,1,0:2 23:215 24:1 
316391,1,0:11 23:5 24:1 
316403,1,0:2 23:83 24:1 
316423,1,0:3 23:80 24:1 
316429,1,0:6 23:18 24:1 
316439,1,0:13 23:140 24:1 
316453,1,0:6 23:23 24:1 
316469,1,0:2 23:73 24:1 
316471,1,0:3 23:9 24:1 
316493,1,0:2 23:17 24:1 
316499,1,0:2 23:100 24:1 
316501,1,0:6 23:6 24:1 
316507,1,0:2 23:11 24:1 
316531,1,0:2 23:33 24:1 
316567,1,0:3 23:70 24:1 
316571,1,0:2 23:4 24:1 
316577,1,0:3 23:5 24:1 
316583,1,0:5 23:3 24:1 
316621,1,0:2 23:132 24:1 
316633,1,0:5 23:3 24:1 
316637,1,0:2 23:31 24:1 
316649,1,0:3 23:35 24:1 
316661,1,0:2 23:121 24:1 
316663,1,0:3 23:30 24:1 
316681,1,0:33 23:41 24:1 
316691,1,0:2 23:83 24:1 
316697,1,0:3 23:79 24:1 
316699,1,0:10 23:41 24:1 
316703,1,0:5 23:189 24:1 
316717,1,0:5 23:1 24:1 
316753,1,0:5 23:151 24:1 
316759,1,0:6 23:14 24:1 
316769,1,0:3 23:5 24:1 
316777,1,0:5 23:1 24:1 
316783,1,0:3 23:46 24:1 
316793,1,0:3 23:36 24:1 
316801,1,0:31 23:4 24:1 
316817,1,0:3 23:60 24:1 
316819,1,0:14 23:10 24:1 
316847,1,0:10 23:3 24:1 
316853,1,0:2 23:49 24:1 
316859,1,0:2 23:148 24:1 
316861,1,0:2 23:84 24:1 
316879,1,0:3 23:100 24:1 
316891,1,0:2 23:55 24:1 
316903,1,0:5 23:16 24:1 
316907,1,0:2 23:68 24:1 
316919,1,0:7 23:36 24:1 
316937,1,0:3 23:6 24:1 
316951,1,0:3 23:18 24:1 
316957,1,0:5 23:46 24:1 
316961,1,0:3 23:18 24:1 
316991,1,0:11 23:37 24:1 
317003,1,0:5 23:69 24:1 
317011,1,0:2 23:29 24:1 
317021,1,0:2 23:44 24:1 
317029,1,0:2 23:14 24:1 
317047,1,0:3 23:33 24:1 
317063,1,0:5 23:49 24:1 
317071,1,0:3 23:3 24:1 
317077,1,0:5 23:114 24:1 
317087,1,0:7 23:14 24:1 
317089,1,0:17 23:58 24:1 
317123,1,0:2 23:43 24:1 
317159,1,0:13 23:2 24:1 
317171,1,0:6 23:4 24:1 
317179,1,0:3 23:66 24:1 
317189,1,0:2 23:97 24:1 
317197,1,0:2 23:6 24:1 
317209,1,0:11 23:10 24:1 
317227,1,0:2 23:1 24:1 
317257,1,0:5 23:128 24:1 
317263,1,0:3 23:46 24:1 
317267,1,0:2 23:152 24:1 
317269,1,0:2 23:106 24:1 
317279,1,0:7 23:146 24:1 
317321,1,0:3 23:38 24:1 
317323,1,0:2 23:72 24:1 
317327,1,0:5 23:145 24:1 
317333,1,0:2 23:61 24:1 
317351,1,0:17 23:64 24:1 
317353,1,0:5 23:28 24:1 
317363,1,0:2 23:57 24:1 
317371,1,0:12 23:16 24:1 
317399,1,0:11 23:79 24:1 
317411,1,0:2 23:88 24:1 
317419,1,0:3 23:25 24:1 
317431,1,0:6 23:24 24:1 
317437,1,0:6 23:69 24:1 
317453,1,0:2 23:33 24:1 
317459,1,0:2 23:213 24:1 
317483,1,0:2 23:29 24:1 
317489,1,0:3 23:8 24:1 
317491,1,0:3 23:13 24:1 
317503,1,0:3 23:3 24:1 
317539,1,0:2 23:72 24:1 
317557,1,0:2 23:16 24:1 
317563,1,0:2 23:18 24:1 
317587,1,0:3 23:21 24:1 
317591,1,0:7 23:121 24:1 
317593,1,0:5 23:51 24:1 
317599,1,0:3 23:9 24:1 
317609,1,0:3 23:19 24:1 
317617,1,0:15 23:10 24:1 
317621,1,0:3 23:59 24:1 
317651,1,0:2 23:10 24:1 
317663,1,0:5 23:41 24:1 
317671,1,0:6 23:37 24:1 
317693,1,0:2 23:152 24:1 
317701,1,0:2 23:4 24:1 
317711,1,0:7 23:22 24:1 
317717,1,0:2 23:24 24:1 
317729,1,0:3 23:59 24:1 
317731,1,0:2 23:5 24:1 
317741,1,0:2 23:32 24:1 
317743,1,0:5 23:16 24:1 
317771,1,0:2 23:45 24:1 
317773,1,0:5 23:1 24:1 
317777,1,0:3 23:17 24:1 
317783,1,0:5 23:142 24:1 
317789,1,0:2 23:22 24:1 
317797,1,0:2 23:4 24:1 
317827,1,0:2 23:37 24:1 
317831,1,0:26 23:14 24:1 
317839,1,0:11 23:6 24:1 
317857,1,0:13 23:19 24:1 
317887,1,0:3 23:17 24:1 
317903,1,0:5 23:147 24:1 
317921,1,0:3 23:8 24:1 
317923,1,0:2 23:24 24:1 
317957,1,0:2 23:14 24:1 
317959,1,0:3 23:54 24:1 
317963,1,0:2 23:108 24:1 
317969,1,0:3 23:22 24:1 
317971,1,0:2 23:74 24:1 
317983,1,0:3 23:16 24:1 
317987,1,0:2 23:4 24:1 
318001,1,0:13 23:18 24:1 
318007,1,0:3 23:28 24:1 
318023,1,0:10 23:59 24:1 
318077,1,0:2 23:24 24:1 
318103,1,0:3 23:5 24:1 
318107,1,0:2 23:17 24:1 
318127,1,0:3 23:2 24:1 
318137,1,0:3 23:19 24:1 
318161,1,0:6 23:84 24:1 
318173,1,0:2 23:81 24:1 
318179,1,0:6 23:72 24:1 
318181,1,0:2 23:80 24:1 
318191,1,0:11 23:18 24:1 
318203,1,0:2 23:89 24:1 
318209,1,0:3 23:96 24:1 
318211,1,0:3 23:9 24:1 
318229,1,0:2 23:9 24:1 
318233,1,0:3 23:5 24:1 
318247,1,0:3 23:78 24:1 
318259,1,0:2 23:6 24:1 
318271,1,0:3 23:8 24:1 
318281,1,0:3 23:36 24:1 
318287,1,0:5 23:10 24:1 
318289,1,0:14 23:144 24:1 
318299,1,0:2 23:44 24:1 
318301,1,0:2 23:13 24:1 
318313,1,0:5 23:113 24:1 
318319,1,0:3 23:10 24:1 
318323,1,0:2 23:26 24:1 
318337,1,0:5 23:8 24:1 
318347,1,0:5 23:4 24:1 
318349,1,0:2 23:35 24:1 
318377,1,0:3 23:111 24:1 
318403,1,0:2 23:74 24:1 
318407,1,0:5 23:73 24:1 
318419,1,0:2 23:139 24:1 
318431,1,0:7 23:178 24:1 
318443,1,0:5 23:5 24:1 
318457,1,0:5 23:140 24:1 
318467,1,0:2 23:32 24:1 
318473,1,0:10 23:23 24:1 
318503,1,0:5 23:77 24:1 
318523,1,0:5 23:37 24:1 
318557,1,0:2 23:54 24:1 
318559,1,0:3 23:10 24:1 
318569,1,0:3 23:13 24:1 
318581,1,0:2 23:4 24:1 
318589,1,0:2 23:46 24:1 
318601,1,0:14 23:28 24:1 
318629,1,0:2 23:6 24:1 
318641,1,0:3 23:20 24:1 
318653,1,0:2 23:53 24:1 
318671,1,0:13 23:79 24:1 
318677,1,0:2 23:42 24:1 
318679,1,0:6 23:32 24:1 
318683,1,0:2 23:46 24:1 
318691,1,0:3 23:47 24:1 
318701,1,0:2 23:143 24:1 
318713,1,0:3 23:16 24:1 
318737,1,0:3 23:48 24:1 
318743,1,0:5 23:82 24:1 
318749,1,0:2 23:207 24:1 
318751,1,0:3 23:7 24:1 
318781,1,0:10 23:16 24:1 
318793,1,0:7 23:5 24:1 
318809,1,0:3 23:13 24:1 
318811,1,0:2 23:35 24:1 
318817,1,0:5 23:31 24:1 
318823,1,0:5 23:53 24:1 
318833,1,0:3 23:17 24:1 
318841,1,0:7 23:22 24:1 
318863,1,0:5 23:102 24:1 
318881,1,0:3 23:72 24:1 
318883,1,0:3 23:101 24:1 
318889,1,0:11 23:43 24:1 
318907,1,0:2 23:199 24:1 
318911,1,0:13 23:6 24:1 
318917,1,0:2 23:50 24:1 
318919,1,0:6 23:38 24:1 
318949,1,0:2 23:19 24:1 
318979,1,0:3 23:81 24:1 
319001,1,0:3 23:124 24:1 
319027,1,0:2 23:17 24:1 
319031,1,0:11 23:19 24:1 
319037,1,0:2 23:13 24:1 
319049,1,0:3 23:138 24:1 
319057,1,0:35 23:11 24:1 
319061,1,0:3 23:56 24:1 
