p,	n,	poly
523,	7,	x^7 + x^6 + 7
523,	8,	x^8 + x^7 + 32
523,	9,	x^9 + x^8 + 49
523,	10,	x^10 + x^9 + 2
523,	11,	x^11 + x^10 + 25
523,	12,	x^12 + x^11 + 2
523,	13,	x^13 + x^12 + 10
523,	14,	x^14 + x^13 + 18
523,	15,	x^15 + x^14 + 71
523,	16,	x^16 + x^15 + 108
523,	17,	x^17 + x^16 + 36
523,	18,	x^18 + x^17 + 283
523,	19,	x^19 + x^18 + 28
523,	20,	x^20 + x^19 + 132
523,	21,	x^21 + x^20 + 96
523,	22,	x^22 + x^21 + 5
523,	23,	x^23 + x^22 + 4
523,	24,	x^24 + x^23 + 39
523,	25,	x^25 + x^24 + 4
541,	2,	x^2 + x + 10
541,	3,	x^3 + x^2 + 10
541,	4,	x^4 + x^3 + 18
541,	5,	x^5 + x^4 + 10
541,	6,	x^6 + x^5 + 10
541,	7,	x^7 + x^6 + 51
541,	8,	x^8 + x^7 + 77
541,	9,	x^9 + x^8 + 24
541,	10,	x^10 + x^9 + 158
541,	11,	x^11 + x^10 + 30
541,	12,	x^12 + x^11 + 37
541,	13,	x^13 + x^12 + 14
541,	14,	x^14 + x^13 + 24
541,	15,	x^15 + x^14 + 73
541,	16,	x^16 + x^15 + 113
541,	17,	x^17 + x^16 + 2
541,	18,	x^18 + x^17 + 163
541,	19,	x^19 + x^18 + 208
541,	20,	x^20 + x^19 + 24
541,	21,	x^21 + x^20 + 291
541,	22,	x^22 + x^21 + 73
541,	23,	x^23 + x^22 + 98
541,	24,	x^24 + x^23 + 62
541,	25,	x^25 + x^24 + 208
547,	2,	x^2 + x + 5
547,	3,	x^3 + x^2 + 16
547,	4,	x^4 + x^3 + 2
547,	5,	x^5 + x^4 + 34
547,	6,	x^6 + x^5 + 48
547,	7,	x^7 + x^6 + 15
547,	8,	x^8 + x^7 + 45
547,	9,	x^9 + x^8 + 25
547,	10,	x^10 + x^9 + 2
547,	11,	x^11 + x^10 + 36
547,	12,	x^12 + x^11 + 271
547,	13,	x^13 + x^12 + 15
547,	14,	x^14 + x^13 + 18
547,	15,	x^15 + x^14 + 66
547,	16,	x^16 + x^15 + 43
547,	17,	x^17 + x^16 + 225
547,	18,	x^18 + x^17 + 92
547,	19,	x^19 + x^18 + 150
547,	20,	x^20 + x^19 + 220
547,	21,	x^21 + x^20 + 15
547,	22,	x^22 + x^21 + 5
547,	23,	x^23 + x^22 + 73
547,	24,	x^24 + x^23 + 124
547,	25,	x^25 + x^24 + 143
557,	2,	x^2 + x + 8
557,	3,	x^3 + x^2 + 20
557,	4,	x^4 + x^3 + 23
557,	5,	x^5 + x^4 + 3
557,	6,	x^6 + x^5 + 8
557,	7,	x^7 + x^6 + 11
557,	8,	x^8 + x^7 + 31
557,	9,	x^9 + x^8 + 5
557,	10,	x^10 + x^9 + 34
557,	11,	x^11 + x^10 + 37
557,	12,	x^12 + x^11 + 103
557,	13,	x^13 + x^12 + 11
557,	14,	x^14 + x^13 + 41
557,	15,	x^15 + x^14 + 13
557,	16,	x^16 + x^15 + 61
557,	17,	x^17 + x^16 + 2
557,	18,	x^18 + x^17 + 35
557,	19,	x^19 + x^18 + 21
557,	20,	x^20 + x^19 + 11
557,	21,	x^21 + x^20 + 34
557,	22,	x^22 + x^21 + 201
557,	23,	x^23 + x^22 + 18
557,	24,	x^24 + x^23 + 44
557,	25,	x^25 + x^24 + 27
563,	2,	x^2 + x + 5
563,	3,	x^3 + x^2 + 3
563,	4,	x^4 + x^3 + 22
563,	5,	x^5 + x^4 + 10
563,	6,	x^6 + x^5 + 15
563,	7,	x^7 + x^6 + 10
563,	8,	x^8 + x^7 + 38
563,	9,	x^9 + x^8 + 13
563,	10,	x^10 + x^9 + 18
563,	11,	x^11 + x^10 + 11
563,	12,	x^12 + x^11 + 18
563,	13,	x^13 + x^12 + 3
563,	14,	x^14 + x^13 + 15
563,	15,	x^15 + x^14 + 36
563,	16,	x^16 + x^15 + 8
563,	17,	x^17 + x^16 + 33
563,	18,	x^18 + x^17 + 35
563,	19,	x^19 + x^18 + 28
563,	20,	x^20 + x^19 + 56
563,	21,	x^21 + x^20 + 69
563,	22,	x^22 + x^21 + 42
563,	23,	x^23 + x^22 + 64
563,	24,	x^24 + x^23 + 42
563,	25,	x^25 + x^24 + 12
569,	2,	x^2 + x + 3
569,	3,	x^3 + x^2 + 6
569,	4,	x^4 + x^3 + 6
569,	5,	x^5 + x^4 + 11
569,	6,	x^6 + x^5 + 21
569,	7,	x^7 + x^6 + 22
569,	8,	x^8 + x^7 + 39
569,	9,	x^9 + x^8 + 39
569,	10,	x^10 + x^9 + 39
569,	11,	x^11 + x^10 + 24
569,	12,	x^12 + x^11 + 23
569,	13,	x^13 + x^12 + 30
569,	14,	x^14 + x^13 + 58
569,	15,	x^15 + x^14 + 78
569,	16,	x^16 + x^15 + 23
569,	17,	x^17 + x^16 + 102
569,	18,	x^18 + x^17 + 38
569,	19,	x^19 + x^18 + 22
569,	20,	x^20 + x^19 + 96
569,	21,	x^21 + x^20 + 23
569,	22,	x^22 + x^21 + 414
569,	23,	x^23 + x^22 + 55
569,	24,	x^24 + x^23 + 46
569,	25,	x^25 + x^24 + 54
571,	2,	x^2 + x + 3
571,	3,	x^3 + x^2 + 11
571,	4,	x^4 + x^3 + 19
571,	5,	x^5 + x^4 + 11
571,	6,	x^6 + x^5 + 10
571,	7,	x^7 + x^6 + 5
571,	8,	x^8 + x^7 + 18
571,	9,	x^9 + x^8 + 25
571,	10,	x^10 + x^9 + 17
571,	11,	x^11 + x^10 + 34
571,	12,	x^12 + x^11 + 53
571,	13,	x^13 + x^12 + 52
571,	14,	x^14 + x^13 + 77
571,	15,	x^15 + x^14 + 13
571,	16,	x^16 + x^15 + 33
571,	17,	x^17 + x^16 + 83
571,	18,	x^18 + x^17 + 18
571,	19,	x^19 + x^18 + 57
571,	20,	x^20 + x^19 + 212
571,	21,	x^21 + x^20 + 119
571,	22,	x^22 + x^21 + 259
571,	23,	x^23 + x^22 + 30
571,	24,	x^24 + x^23 + 3
571,	25,	x^25 + x^24 + 81
577,	2,	x^2 + x + 10
577,	3,	x^3 + x^2 + 10
577,	4,	x^4 + x^3 + 15
577,	5,	x^5 + x^4 + 13
577,	6,	x^6 + x^5 + 39
577,	7,	x^7 + x^6 + 10
577,	8,	x^8 + x^7 + 10
577,	9,	x^9 + x^8 + 15
577,	10,	x^10 + x^9 + 5
577,	11,	x^11 + x^10 + 55
577,	12,	x^12 + x^11 + 45
577,	13,	x^13 + x^12 + 45
577,	14,	x^14 + x^13 + 45
577,	15,	x^15 + x^14 + 55
577,	16,	x^16 + x^15 + 77
577,	17,	x^17 + x^16 + 73
577,	18,	x^18 + x^17 + 13
577,	19,	x^19 + x^18 + 84
577,	20,	x^20 + x^19 + 5
577,	21,	x^21 + x^20 + 158
577,	22,	x^22 + x^21 + 58
577,	23,	x^23 + x^22 + 45
577,	24,	x^24 + x^23 + 250
577,	25,	x^25 + x^24 + 10
587,	2,	x^2 + x + 8
587,	3,	x^3 + x^2 + 3
587,	4,	x^4 + x^3 + 6
587,	5,	x^5 + x^4 + 12
587,	6,	x^6 + x^5 + 8
587,	7,	x^7 + x^6 + 21
587,	8,	x^8 + x^7 + 19
587,	9,	x^9 + x^8 + 10
587,	10,	x^10 + x^9 + 97
587,	11,	x^11 + x^10 + 26
587,	12,	x^12 + x^11 + 102
587,	13,	x^13 + x^12 + 4
587,	14,	x^14 + x^13 + 8
587,	15,	x^15 + x^14 + 17
587,	16,	x^16 + x^15 + 61
587,	17,	x^17 + x^16 + 47
587,	18,	x^18 + x^17 + 176
587,	19,	x^19 + x^18 + 3
587,	20,	x^20 + x^19 + 161
587,	21,	x^21 + x^20 + 53
587,	22,	x^22 + x^21 + 98
587,	23,	x^23 + x^22 + 10
587,	24,	x^24 + x^23 + 19
587,	25,	x^25 + x^24 + 30
593,	2,	x^2 + x + 3
593,	3,	x^3 + x^2 + 3
593,	4,	x^4 + x^3 + 10
593,	5,	x^5 + x^4 + 7
593,	6,	x^6 + x^5 + 87
593,	7,	x^7 + x^6 + 11
593,	8,	x^8 + x^7 + 80
593,	9,	x^9 + x^8 + 5
593,	10,	x^10 + x^9 + 12
593,	11,	x^11 + x^10 + 7
593,	12,	x^12 + x^11 + 26
593,	13,	x^13 + x^12 + 107
593,	14,	x^14 + x^13 + 63
593,	15,	x^15 + x^14 + 13
593,	16,	x^16 + x^15 + 14
593,	17,	x^17 + x^16 + 6
593,	18,	x^18 + x^17 + 99
593,	19,	x^19 + x^18 + 14
593,	20,	x^20 + x^19 + 44
593,	21,	x^21 + x^20 + 89
593,	22,	x^22 + x^21 + 7
593,	23,	x^23 + x^22 + 14
593,	24,	x^24 + x^23 + 155
593,	25,	x^25 + x^24 + 51
599,	2,	x^2 + x + 7
599,	3,	x^3 + x^2 + 8
599,	4,	x^4 + x^3 + 22
599,	5,	x^5 + x^4 + 9
599,	6,	x^6 + x^5 + 61
599,	7,	x^7 + x^6 + 3
599,	8,	x^8 + x^7 + 46
599,	9,	x^9 + x^8 + 8
599,	10,	x^10 + x^9 + 262
599,	11,	x^11 + x^10 + 9
599,	12,	x^12 + x^11 + 7
599,	13,	x^13 + x^12 + 12
599,	14,	x^14 + x^13 + 44
599,	15,	x^15 + x^14 + 20
599,	16,	x^16 + x^15 + 70
599,	17,	x^17 + x^16 + 52
599,	18,	x^18 + x^17 + 11
599,	19,	x^19 + x^18 + 17
599,	20,	x^20 + x^19 + 69
599,	21,	x^21 + x^20 + 71
599,	22,	x^22 + x^21 + 31
599,	23,	x^23 + x^22 + 9
599,	24,	x^24 + x^23 + 138
599,	25,	x^25 + x^24 + 3
601,	2,	x^2 + x + 11
601,	3,	x^3 + x^2 + 34
601,	4,	x^4 + x^3 + 7
601,	5,	x^5 + x^4 + 43
601,	6,	x^6 + x^5 + 7
601,	7,	x^7 + x^6 + 53
601,	8,	x^8 + x^7 + 66
601,	9,	x^9 + x^8 + 34
601,	10,	x^10 + x^9 + 44
601,	11,	x^11 + x^10 + 55
601,	12,	x^12 + x^11 + 58
601,	13,	x^13 + x^12 + 66
601,	14,	x^14 + x^13 + 33
601,	15,	x^15 + x^14 + 11
601,	16,	x^16 + x^15 + 142
601,	17,	x^17 + x^16 + 155
601,	18,	x^18 + x^17 + 11
601,	19,	x^19 + x^18 + 186
601,	20,	x^20 + x^19 + 142
601,	21,	x^21 + x^20 + 7
601,	22,	x^22 + x^21 + 44
601,	23,	x^23 + x^22 + 53
601,	24,	x^24 + x^23 + 14
601,	25,	x^25 + x^24 + 82
607,	2,	x^2 + x + 3
607,	3,	x^3 + x^2 + 2
607,	4,	x^4 + x^3 + 67
607,	5,	x^5 + x^4 + 4
607,	6,	x^6 + x^5 + 24
607,	7,	x^7 + x^6 + 14
607,	8,	x^8 + x^7 + 96
607,	9,	x^9 + x^8 + 9
607,	10,	x^10 + x^9 + 12
607,	11,	x^11 + x^10 + 11
607,	12,	x^12 + x^11 + 39
607,	13,	x^13 + x^12 + 13
607,	14,	x^14 + x^13 + 66
607,	15,	x^15 + x^14 + 4
607,	16,	x^16 + x^15 + 12
607,	17,	x^17 + x^16 + 18
607,	18,	x^18 + x^17 + 20
607,	19,	x^19 + x^18 + 25
607,	20,	x^20 + x^19 + 65
607,	21,	x^21 + x^20 + 18
607,	22,	x^22 + x^21 + 46
607,	23,	x^23 + x^22 + 138
607,	24,	x^24 + x^23 + 232
607,	25,	x^25 + x^24 + 28
613,	2,	x^2 + x + 6
613,	3,	x^3 + x^2 + 2
613,	4,	x^4 + x^3 + 13
613,	5,	x^5 + x^4 + 2
613,	6,	x^6 + x^5 + 13
613,	7,	x^7 + x^6 + 2
613,	8,	x^8 + x^7 + 86
613,	9,	x^9 + x^8 + 11
613,	10,	x^10 + x^9 + 45
613,	11,	x^11 + x^10 + 132
613,	12,	x^12 + x^11 + 150
613,	13,	x^13 + x^12 + 94
613,	14,	x^14 + x^13 + 53
613,	15,	x^15 + x^14 + 53
613,	16,	x^16 + x^15 + 42
613,	17,	x^17 + x^16 + 126
613,	18,	x^18 + x^17 + 134
613,	19,	x^19 + x^18 + 54
613,	20,	x^20 + x^19 + 95
613,	21,	x^21 + x^20 + 33
613,	22,	x^22 + x^21 + 74
613,	23,	x^23 + x^22 + 134
613,	24,	x^24 + x^23 + 327
613,	25,	x^25 + x^24 + 20
617,	2,	x^2 + x + 26
617,	3,	x^3 + x^2 + 5
617,	4,	x^4 + x^3 + 17
617,	5,	x^5 + x^4 + 5
617,	6,	x^6 + x^5 + 3
617,	7,	x^7 + x^6 + 26
617,	8,	x^8 + x^7 + 53
617,	9,	x^9 + x^8 + 3
617,	10,	x^10 + x^9 + 26
617,	11,	x^11 + x^10 + 5
617,	12,	x^12 + x^11 + 91
617,	13,	x^13 + x^12 + 34
617,	14,	x^14 + x^13 + 58
617,	15,	x^15 + x^14 + 26
617,	16,	x^16 + x^15 + 353
617,	17,	x^17 + x^16 + 12
617,	18,	x^18 + x^17 + 254
617,	19,	x^19 + x^18 + 180
617,	20,	x^20 + x^19 + 189
617,	21,	x^21 + x^20 + 151
617,	22,	x^22 + x^21 + 23
617,	23,	x^23 + x^22 + 45
617,	24,	x^24 + x^23 + 227
617,	25,	x^25 + x^24 + 5
619,	2,	x^2 + x + 2
619,	3,	x^3 + x^2 + 5
619,	4,	x^4 + x^3 + 2
619,	5,	x^5 + x^4 + 22
619,	6,	x^6 + x^5 + 19
619,	7,	x^7 + x^6 + 33
619,	8,	x^8 + x^7 + 15
619,	9,	x^9 + x^8 + 4
619,	10,	x^10 + x^9 + 2
619,	11,	x^11 + x^10 + 4
619,	12,	x^12 + x^11 + 55
619,	13,	x^13 + x^12 + 5
619,	14,	x^14 + x^13 + 97
619,	15,	x^15 + x^14 + 5
619,	16,	x^16 + x^15 + 52
619,	17,	x^17 + x^16 + 25
619,	18,	x^18 + x^17 + 12
619,	19,	x^19 + x^18 + 26
619,	20,	x^20 + x^19 + 69
619,	21,	x^21 + x^20 + 45
619,	22,	x^22 + x^21 + 85
619,	23,	x^23 + x^22 + 124
619,	24,	x^24 + x^23 + 137
619,	25,	x^25 + x^24 + 6
631,	2,	x^2 + x + 12
631,	3,	x^3 + x^2 + 49
631,	4,	x^4 + x^3 + 15
631,	5,	x^5 + x^4 + 9
631,	6,	x^6 + x^5 + 15
631,	7,	x^7 + x^6 + 9
631,	8,	x^8 + x^7 + 12
631,	9,	x^9 + x^8 + 72
631,	10,	x^10 + x^9 + 95
631,	11,	x^11 + x^10 + 10
631,	12,	x^12 + x^11 + 54
631,	13,	x^13 + x^12 + 77
631,	14,	x^14 + x^13 + 117
631,	15,	x^15 + x^14 + 10
631,	16,	x^16 + x^15 + 14
631,	17,	x^17 + x^16 + 66
631,	18,	x^18 + x^17 + 60
631,	19,	x^19 + x^18 + 151
631,	20,	x^20 + x^19 + 53
631,	21,	x^21 + x^20 + 17
631,	22,	x^22 + x^21 + 15
631,	23,	x^23 + x^22 + 23
631,	24,	x^24 + x^23 + 123
641,	2,	x^2 + x + 6
641,	3,	x^3 + x^2 + 6
641,	4,	x^4 + x^3 + 27
641,	5,	x^5 + x^4 + 54
641,	6,	x^6 + x^5 + 19
641,	7,	x^7 + x^6 + 12
641,	8,	x^8 + x^7 + 66
641,	9,	x^9 + x^8 + 12
641,	10,	x^10 + x^9 + 3
641,	11,	x^11 + x^10 + 54
641,	12,	x^12 + x^11 + 17
641,	13,	x^13 + x^12 + 6
641,	14,	x^14 + x^13 + 187
641,	15,	x^15 + x^14 + 54
641,	16,	x^16 + x^15 + 139
641,	17,	x^17 + x^16 + 27
641,	18,	x^18 + x^17 + 106
641,	19,	x^19 + x^18 + 27
641,	20,	x^20 + x^19 + 127
641,	21,	x^21 + x^20 + 46
641,	22,	x^22 + x^21 + 312
641,	23,	x^23 + x^22 + 86
641,	24,	x^24 + x^23 + 3
643,	2,	x^2 + x + 13
643,	3,	x^3 + x^2 + 38
643,	4,	x^4 + x^3 + 19
643,	5,	x^5 + x^4 + 22
643,	6,	x^6 + x^5 + 14
643,	7,	x^7 + x^6 + 31
643,	8,	x^8 + x^7 + 21
643,	9,	x^9 + x^8 + 23
643,	10,	x^10 + x^9 + 13
643,	11,	x^11 + x^10 + 22
643,	12,	x^12 + x^11 + 14
643,	13,	x^13 + x^12 + 38
643,	14,	x^14 + x^13 + 13
643,	15,	x^15 + x^14 + 74
643,	16,	x^16 + x^15 + 13
643,	17,	x^17 + x^16 + 57
643,	18,	x^18 + x^17 + 114
643,	19,	x^19 + x^18 + 33
643,	20,	x^20 + x^19 + 93
643,	21,	x^21 + x^20 + 371
643,	22,	x^22 + x^21 + 84
643,	23,	x^23 + x^22 + 63
643,	24,	x^24 + x^23 + 79
647,	2,	x^2 + x + 10
647,	3,	x^3 + x^2 + 24
647,	4,	x^4 + x^3 + 20
647,	5,	x^5 + x^4 + 3
647,	6,	x^6 + x^5 + 35
647,	7,	x^7 + x^6 + 2
647,	8,	x^8 + x^7 + 10
647,	9,	x^9 + x^8 + 2
647,	10,	x^10 + x^9 + 20
647,	11,	x^11 + x^10 + 17
647,	12,	x^12 + x^11 + 142
647,	13,	x^13 + x^12 + 16
647,	14,	x^14 + x^13 + 19
647,	15,	x^15 + x^14 + 18
647,	16,	x^16 + x^15 + 10
647,	17,	x^17 + x^16 + 13
647,	18,	x^18 + x^17 + 71
647,	19,	x^19 + x^18 + 2
647,	20,	x^20 + x^19 + 73
647,	21,	x^21 + x^20 + 87
647,	22,	x^22 + x^21 + 105
647,	23,	x^23 + x^22 + 4
647,	24,	x^24 + x^23 + 178
653,	2,	x^2 + x + 14
653,	3,	x^3 + x^2 + 27
653,	4,	x^4 + x^3 + 17
653,	5,	x^5 + x^4 + 12
653,	6,	x^6 + x^5 + 37
653,	7,	x^7 + x^6 + 2
653,	8,	x^8 + x^7 + 30
653,	9,	x^9 + x^8 + 41
653,	10,	x^10 + x^9 + 37
653,	11,	x^11 + x^10 + 5
653,	12,	x^12 + x^11 + 125
653,	13,	x^13 + x^12 + 29
653,	14,	x^14 + x^13 + 8
653,	15,	x^15 + x^14 + 12
653,	16,	x^16 + x^15 + 8
653,	17,	x^17 + x^16 + 12
653,	18,	x^18 + x^17 + 22
653,	19,	x^19 + x^18 + 67
653,	20,	x^20 + x^19 + 56
653,	21,	x^21 + x^20 + 26
653,	22,	x^22 + x^21 + 75
653,	23,	x^23 + x^22 + 106
653,	24,	x^24 + x^23 + 35
659,	2,	x^2 + x + 10
659,	3,	x^3 + x^2 + 13
659,	4,	x^4 + x^3 + 54
659,	5,	x^5 + x^4 + 3
659,	6,	x^6 + x^5 + 8
659,	7,	x^7 + x^6 + 3
659,	8,	x^8 + x^7 + 22
659,	9,	x^9 + x^8 + 4
659,	10,	x^10 + x^9 + 7
659,	11,	x^11 + x^10 + 9
659,	12,	x^12 + x^11 + 6
659,	13,	x^13 + x^12 + 36
659,	14,	x^14 + x^13 + 84
659,	15,	x^15 + x^14 + 36
659,	16,	x^16 + x^15 + 200
659,	17,	x^17 + x^16 + 13
659,	18,	x^18 + x^17 + 97
659,	19,	x^19 + x^18 + 89
659,	20,	x^20 + x^19 + 213
659,	21,	x^21 + x^20 + 100
659,	22,	x^22 + x^21 + 26
659,	23,	x^23 + x^22 + 19
659,	24,	x^24 + x^23 + 104
661,	2,	x^2 + x + 2
661,	3,	x^3 + x^2 + 35
661,	4,	x^4 + x^3 + 37
661,	5,	x^5 + x^4 + 23
661,	6,	x^6 + x^5 + 6
661,	7,	x^7 + x^6 + 115
661,	8,	x^8 + x^7 + 23
661,	9,	x^9 + x^8 + 23
661,	10,	x^10 + x^9 + 79
661,	11,	x^11 + x^10 + 18
661,	12,	x^12 + x^11 + 102
661,	13,	x^13 + x^12 + 18
661,	14,	x^14 + x^13 + 23
661,	15,	x^15 + x^14 + 23
661,	16,	x^16 + x^15 + 2
661,	17,	x^17 + x^16 + 2
661,	18,	x^18 + x^17 + 69
661,	19,	x^19 + x^18 + 37
661,	20,	x^20 + x^19 + 2
661,	21,	x^21 + x^20 + 37
661,	22,	x^22 + x^21 + 40
661,	23,	x^23 + x^22 + 112
661,	24,	x^24 + x^23 + 92
673,	2,	x^2 + x + 5
673,	3,	x^3 + x^2 + 20
673,	4,	x^4 + x^3 + 5
673,	5,	x^5 + x^4 + 5
673,	6,	x^6 + x^5 + 11
673,	7,	x^7 + x^6 + 20
673,	8,	x^8 + x^7 + 158
673,	9,	x^9 + x^8 + 19
673,	10,	x^10 + x^9 + 11
673,	11,	x^11 + x^10 + 101
673,	12,	x^12 + x^11 + 132
673,	13,	x^13 + x^12 + 31
673,	14,	x^14 + x^13 + 88
673,	15,	x^15 + x^14 + 210
673,	16,	x^16 + x^15 + 61
673,	17,	x^17 + x^16 + 90
673,	18,	x^18 + x^17 + 40
673,	19,	x^19 + x^18 + 34
673,	20,	x^20 + x^19 + 31
673,	21,	x^21 + x^20 + 47
673,	22,	x^22 + x^21 + 188
673,	23,	x^23 + x^22 + 5
673,	24,	x^24 + x^23 + 35
677,	2,	x^2 + x + 3
677,	3,	x^3 + x^2 + 17
677,	4,	x^4 + x^3 + 18
677,	5,	x^5 + x^4 + 2
677,	6,	x^6 + x^5 + 11
677,	7,	x^7 + x^6 + 23
677,	8,	x^8 + x^7 + 102
677,	9,	x^9 + x^8 + 2
677,	10,	x^10 + x^9 + 82
677,	11,	x^11 + x^10 + 2
677,	12,	x^12 + x^11 + 29
677,	13,	x^13 + x^12 + 8
677,	14,	x^14 + x^13 + 83
677,	15,	x^15 + x^14 + 2
677,	16,	x^16 + x^15 + 99
677,	17,	x^17 + x^16 + 42
677,	18,	x^18 + x^17 + 91
677,	19,	x^19 + x^18 + 29
677,	20,	x^20 + x^19 + 7
677,	21,	x^21 + x^20 + 23
677,	22,	x^22 + x^21 + 2
677,	23,	x^23 + x^22 + 43
677,	24,	x^24 + x^23 + 28
683,	2,	x^2 + x + 5
683,	3,	x^3 + x^2 + 10
683,	4,	x^4 + x^3 + 24
683,	5,	x^5 + x^4 + 12
683,	6,	x^6 + x^5 + 17
683,	7,	x^7 + x^6 + 19
683,	8,	x^8 + x^7 + 11
683,	9,	x^9 + x^8 + 19
683,	10,	x^10 + x^9 + 39
683,	11,	x^11 + x^10 + 56
683,	12,	x^12 + x^11 + 21
683,	13,	x^13 + x^12 + 61
683,	14,	x^14 + x^13 + 54
683,	15,	x^15 + x^14 + 36
683,	16,	x^16 + x^15 + 84
683,	17,	x^17 + x^16 + 26
683,	18,	x^18 + x^17 + 89
683,	19,	x^19 + x^18 + 109
683,	20,	x^20 + x^19 + 118
683,	21,	x^21 + x^20 + 19
683,	22,	x^22 + x^21 + 6
683,	23,	x^23 + x^22 + 40
683,	24,	x^24 + x^23 + 153
691,	2,	x^2 + x + 12
691,	3,	x^3 + x^2 + 22
691,	4,	x^4 + x^3 + 12
691,	5,	x^5 + x^4 + 43
691,	6,	x^6 + x^5 + 12
691,	7,	x^7 + x^6 + 43
691,	8,	x^8 + x^7 + 75
691,	9,	x^9 + x^8 + 29
691,	10,	x^10 + x^9 + 98
691,	11,	x^11 + x^10 + 43
691,	12,	x^12 + x^11 + 267
691,	13,	x^13 + x^12 + 6
691,	14,	x^14 + x^13 + 74
691,	15,	x^15 + x^14 + 26
691,	16,	x^16 + x^15 + 3
691,	17,	x^17 + x^16 + 120
691,	18,	x^18 + x^17 + 3
691,	19,	x^19 + x^18 + 120
691,	20,	x^20 + x^19 + 137
691,	21,	x^21 + x^20 + 63
691,	22,	x^22 + x^21 + 74
691,	23,	x^23 + x^22 + 145
691,	24,	x^24 + x^23 + 55
701,	2,	x^2 + x + 3
701,	3,	x^3 + x^2 + 2
701,	4,	x^4 + x^3 + 3
701,	5,	x^5 + x^4 + 2
701,	6,	x^6 + x^5 + 55
701,	7,	x^7 + x^6 + 2
701,	8,	x^8 + x^7 + 8
701,	9,	x^9 + x^8 + 58
701,	10,	x^10 + x^9 + 18
701,	11,	x^11 + x^10 + 10
701,	12,	x^12 + x^11 + 14
701,	13,	x^13 + x^12 + 15
701,	14,	x^14 + x^13 + 40
701,	15,	x^15 + x^14 + 105
701,	16,	x^16 + x^15 + 60
701,	17,	x^17 + x^16 + 90
701,	18,	x^18 + x^17 + 57
701,	19,	x^19 + x^18 + 2
701,	20,	x^20 + x^19 + 308
701,	21,	x^21 + x^20 + 3
701,	22,	x^22 + x^21 + 244
701,	23,	x^23 + x^22 + 40
701,	24,	x^24 + x^23 + 188
709,	2,	x^2 + x + 10
709,	3,	x^3 + x^2 + 2
709,	4,	x^4 + x^3 + 6
709,	5,	x^5 + x^4 + 31
709,	6,	x^6 + x^5 + 24
709,	7,	x^7 + x^6 + 22
709,	8,	x^8 + x^7 + 38
709,	9,	x^9 + x^8 + 10
709,	10,	x^10 + x^9 + 139
709,	11,	x^11 + x^10 + 241
709,	12,	x^12 + x^11 + 14
709,	13,	x^13 + x^12 + 61
709,	14,	x^14 + x^13 + 10
709,	15,	x^15 + x^14 + 89
709,	16,	x^16 + x^15 + 303
709,	17,	x^17 + x^16 + 38
709,	18,	x^18 + x^17 + 174
709,	19,	x^19 + x^18 + 37
709,	20,	x^20 + x^19 + 233
709,	21,	x^21 + x^20 + 118
709,	22,	x^22 + x^21 + 56
709,	23,	x^23 + x^22 + 31
709,	24,	x^24 + x^23 + 86
719,	2,	x^2 + x + 19
719,	3,	x^3 + x^2 + 3
719,	4,	x^4 + x^3 + 69
719,	5,	x^5 + x^4 + 21
719,	6,	x^6 + x^5 + 57
719,	7,	x^7 + x^6 + 10
719,	8,	x^8 + x^7 + 152
719,	9,	x^9 + x^8 + 25
719,	10,	x^10 + x^9 + 11
719,	11,	x^11 + x^10 + 3
719,	12,	x^12 + x^11 + 11
719,	13,	x^13 + x^12 + 4
719,	14,	x^14 + x^13 + 89
719,	15,	x^15 + x^14 + 7
719,	16,	x^16 + x^15 + 109
719,	17,	x^17 + x^16 + 42
719,	18,	x^18 + x^17 + 51
719,	19,	x^19 + x^18 + 13
719,	20,	x^20 + x^19 + 251
719,	21,	x^21 + x^20 + 30
719,	22,	x^22 + x^21 + 44
719,	23,	x^23 + x^22 + 4
719,	24,	x^24 + x^23 + 43
727,	2,	x^2 + x + 31
727,	3,	x^3 + x^2 + 7
727,	4,	x^4 + x^3 + 21
727,	5,	x^5 + x^4 + 15
727,	6,	x^6 + x^5 + 102
727,	7,	x^7 + x^6 + 56
727,	8,	x^8 + x^7 + 38
727,	9,	x^9 + x^8 + 13
727,	10,	x^10 + x^9 + 21
727,	11,	x^11 + x^10 + 52
727,	12,	x^12 + x^11 + 124
727,	13,	x^13 + x^12 + 13
727,	14,	x^14 + x^13 + 76
727,	15,	x^15 + x^14 + 49
727,	16,	x^16 + x^15 + 75
727,	17,	x^17 + x^16 + 7
727,	18,	x^18 + x^17 + 193
727,	19,	x^19 + x^18 + 49
727,	20,	x^20 + x^19 + 83
727,	21,	x^21 + x^20 + 15
727,	22,	x^22 + x^21 + 10
727,	23,	x^23 + x^22 + 113
727,	24,	x^24 + x^23 + 232
733,	2,	x^2 + x + 6
733,	3,	x^3 + x^2 + 33
733,	4,	x^4 + x^3 + 6
733,	5,	x^5 + x^4 + 23
733,	6,	x^6 + x^5 + 18
733,	7,	x^7 + x^6 + 6
733,	8,	x^8 + x^7 + 43
733,	9,	x^9 + x^8 + 6
733,	10,	x^10 + x^9 + 62
733,	11,	x^11 + x^10 + 43
733,	12,	x^12 + x^11 + 18
733,	13,	x^13 + x^12 + 102
733,	14,	x^14 + x^13 + 33
733,	15,	x^15 + x^14 + 15
733,	16,	x^16 + x^15 + 15
733,	17,	x^17 + x^16 + 6
733,	18,	x^18 + x^17 + 305
